Title,Date,Location,Description,Tags,latitude,longitude
Queens-Fitness Instructor for Shape Up NYC,2011-02-17,"1234 5th ave
New York, NY 10029
(40.793325183462535, -73.95176754309219), NY 10029.0","Yoga instructor needed at Roy Wilkins Recreation Center in Jamaica, Queens.",Health,40.793292,-73.951826
Queens Fitness Instructor for Shape Up NY!,2011-05-01,"Metropolitan Ave Queens
, NY 11418
(40.69637041236467, -73.84031024991805), NY 11418.0",NYC Parks and Recreation seeks your participation to enrich our parks! Shape Up New York is a free fitness program for all ages and is looking for a Zumba instructor at Forest Park Wallenburg Square in Queens.   Volunteers must have some experience as a fitness instructor.,Health,,
Best Buddies NYC Friendship Walk 2011,2011-04-03,"113 82nd Street
New York, NY 10024
(40.78430152589584, -73.97499903309341), NY 10024.0","Join us on April 3, 2011 for the Best Buddies NYC Friendship Walk and help us step closer to a more accepting and inclusive future for people with intellectual and developmental disabilities!",Strengthening Communities,,
Knitter/crochet,2011-08-10,"27th Street New York
, NY 10016
(40.74271237865085, -73.98454533643442), NY 10016.0",Volunteer needed to teach individuals to knit and crochet.  The items are for the children and seniors who are patients at the hospital.  The volunteer would be needed for three to four hours per week.,Strengthening Communities,,
Help the Catskills Relief Effort,2011-09-24,"253 Broadway
New York, NY 10007
(40.713255085581125, -74.00706885665824), NY 10007.0",Help our neighbors up north by staffing canned food drives at one of our Brooklyn farmer's markets.,Helping Neighbors in Need,40.713265,-74.007063
Help New Yorkers Affected by the Storm In Staten Island ,2011-02-01,"253 Broadway
New York, NY 10007
(40.713255085581125, -74.00706885665824), NY 10007.0","Thousands of New Yorkers aren’t able to dig out the snow; many need help shoveling snow, bringing groceries into their home, or traveling to mass transit hubs.  If you’re an able-bodied New Yorker with a few minutes to spare, please find an opportunity in your neighborhood below.",Helping Neighbors in Need,40.713265,-74.007063
"Divert Clothing & Textiles From the Landfill, Neighborhood Greenmarket Textile Recycling Drive",2011-09-10,"51 Chambers St
New York, NY 10007
(40.71377351801845, -74.0053942535769), NY 10007.0",Volunteers are needed to help divert clothing and textile waste from the landfill at our textile recycling drive!  Help out your community and enjoy a day outside as you receive bags of textiles and help load the collection truck at the end of the day.,Environment,40.713797,-74.005494
Volunteers needed to reorganize a library for seniors!,2011-06-22,"Neptune Avenue Brooklyn
, NY 11224
(40.5776378129877, -73.99752264510208), NY 11224.0",Volunteers are needed to pitch in and help reorganize a library for low-income seniors in Brooklyn. Help freshen up the those dusty shelves and have some fun!,Strengthening Communities,,
Wii Fitness Instructor for Seniors,2011-09-01,"171 Lexington Ave
New York, NY 10016
(40.74423799432977, -73.9812457099107), NY 10016.0","Metropolitan Council on Jewish Poverty is one of New York's largest human services agencies, providing more than 100,000 New Yorkers with critical services in their fight against poverty and its effects every year.",Health,40.744241,-73.981285
ACADEMIC TUTORING OPPORTUNITIES AT HARLEM RBI:  GREAT EXPERIENCE FOR ANYONE,2011-09-23,"333 100th Street
New York, NY 10029
(40.7864951475855, -73.94439880643534), NY 10029.0",We are currently in the process of recruiting academic tutors for our after school programs. The time commitment is not strenuous. It is also a great opportunity to gain experience working with youth.,Education,,
Boys Scout Leader,2011-09-10,"260 MacDougal Street
Brooklyn, NY 11233
(40.68038499926165, -73.90993739564615), NY 11233.0",Oversee our boys scout on saturdays as a troup leader,Strengthening Communities,40.680383,-73.909948
Future Coach,2011-10-07,"34 14th Street
New York, NY 10011
(40.73677235664735, -73.9954496160397), NY 10011.0","Inspire one high school Future Fellow by partnering with them for one school year. Together, during weekly 90 minute meetings, you will discover a passion, build a project, and spread inspiration throughout the school and community.",Education,,
Marketing Intern,2011-09-14,"570 7th Avenue
New York, NY 10018
(40.75520845824798, -73.98756256184276), NY 10018.0","Live Out Loud is looking for a marketing intern to help promote programs for LGBT (lesbian, gay, bisexual, and transgender) youth!",Strengthening Communities,40.755119,-73.987638
Fall Volunteer ESL Teacher,2011-09-02,"7111 5th avenue
Brooklyn, NY 11209
(40.63245112562076, -74.02139571101452), NY 11209.0",We are looking for enthusiastic volunteers to teach our ESL classes for the fall semester. No experience is necessary and training is provided!,Helping Neighbors in Need,40.63238,-74.021444
English as a Second Language Instructor,2011-04-18,"331 70th Street
New York, NY 10018
(40.63454489394634, -74.02560091774434), NY 10018.0",Lenox Hill Neighborhood House is the oldest and largest social and educational services organization on Manhattan's Upper East Side.,Helping Neighbors in Need,,
Apartment Building Recycling Initiative,2011-06-13,"44 Beaver Street
New York, NY 10004
(40.70503909098766, -74.01083245212983), NY 10004.0",Promote recycling in your apartment building!,Environment,40.705079,-74.010766
Bronx Non-Profit Legal Service Provider Seeks Interns,2011-09-15,"2763 Webster Ave
Bronx, NY 10458
(40.86579443967629, -73.88632317887395), NY 10458.0",Part of the Solution (POTS) Legal Clinic (www.potsbronx.org) serves low-income residents of the Bronx.,Helping Neighbors in Need,40.865714,-73.886305
Social Media Plan for Professionals,2011-06-06,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115), NY 10013.0","A social media plan helps an organization develop a presence in the digital sphere, through social media sites like Facebook, Twitter, and others. Social media helps an organization interact and engage with online audiences to increase awareness about its mission, all on a shoestring budget.",Strengthening Communities,40.720942,-73.997929
Social Networker,2011-04-08,"230 Sackett Street
Brooklyn, NY 11231
(40.68392768175474, -73.99871220556926), NY 11231.0",Conservation nonprofit seeks virtual volunteers to assist in building its social networks and online presence through web 2.0 options.,Strengthening Communities,40.683929,-73.998659
Undergraduate and Graduate Students  Fall/Spring Interns wanted to work with Class Wish ,2011-08-29,"401 Seventh Avenue
New York, NY 10001
(40.75012728878244, -73.99124978216287), NY 10001.0",We are recruiting outstanding undergraduate and graduate students as interns for the 2011-2012 school year to collaborate on the boldest nonprofit initiative we know.,Education,40.749794,-73.991486
Age-Friendly New York City Outreach Volunteer,2011-06-06,"1216 Fifth Avenue at 103rd Street
New York, NY 10029
(40.79161072055837, -73.94403228106489), NY 10029.0","Outreach Volunteer needed to increase awareness of local businesses in New York City about what older adults want, while reinforcing links between businesses and a growing and influential consumer base.",General,40.792101,-73.952174
GrowNYC Volunteer,2011-10-22,"51 Chambers Street
New York, NY 10007
(40.71377351801845, -74.0053942535769), NY 10007.0","Receive, sort, and display donated Halloween costumes!",Strengthening Communities,40.713797,-74.005494
Therapeutic Recreation Aid/Activities,2011-04-01,"515 Audubon Avenue
New York, NY 10040
(40.85474542045091, -73.92794650452043), NY 10040.0","Lead/facilitate board and electronic games ( cards, checkers etc, Wii...)",General,40.854783,-73.927909
Lifeguard Workshop Facilitators ,2011-05-18,"80 Maiden Ln
New York, NY 10038
(40.70722063476455, -74.00745556513084), NY 10038.0","Lifeguard facilitators travel the greater NYC area, conducting workshops for youth and adults alike in schools and other youth-oriented venues.",Strengthening Communities,40.707116,-74.007329
Board Secretary,2011-04-12,"1195 St Marks Ave
Brooklyn, NY 11213
(40.674130422885526, -73.92980967882666), NY 11213.0","The secretary will be responsible for taking meeting minutes, filing and managing correspondences among board members, staff and volunteers.",Strengthening Communities,40.674103,-73.929644
Croton Trail Volunteer Day,2011-10-22,"80 Van Cortlandt Park
Bronx, NY 10463
(40.88465843017383, -73.88990186467265), NY 10463.0",Help with a forest restoration project along the Old Croton Aqueduct Trail of Van Cortlandt Park,Strengthening Communities,40.895865,-73.892294
Art Workshop Assistant - make art in laundromats!,2011-06-05,"143 116th Street
New York, NY 10026
(40.8028365529197, -73.95160766711132), NY 10026.0","Become a teaching assistant for the day by helping an LP teaching artist run an outdoor art workshop at a New York City laundromat. Other opportunities available, too!  Most workshops are held at a Harlem laundromat, but we recruit volunteers for events in other locations, as needed.",Strengthening Communities,,
Administrative Intern,2011-08-16,"7 Hanover Square
New York, NY 10004
(40.7043068313896, -74.00918226342714), NY 10004.0",NYLAG is currently looking for administrative interns to work with the executive assistant to the president of organization on special projects.,Helping Neighbors in Need,40.70447,-74.009406
World Science Festival needs immediate office assistance ,2011-04-13,"475 Riverside Drive
New York, NY 10115
(40.811119146157, -73.96405175554054), NY 10115.0","The World Science Festival, one of the largest and most prestigious gathering of scientists and science enthusiasts, is currently seeking volunteers to assist with administrative office work.",Strengthening Communities,40.811101,-73.964168
Special Event Volunteers,2011-04-06,"15 36th Street
New York, NY 10018
(40.750181248104184, -73.98472070423014), NY 10018.0",This is an opportunity to help SCOPE serve children in need in our community.  Volunteers will be provided with dinner and will be invited to enjoy a portion of the program. This is a chance to share your passion for helping the community and interact with supporters who are committed to our cause.,Strengthening Communities,,
Summer Back to School Bash,2011-08-12,"1207 Hancock Street
Brooklyn, NY 11221
(40.69173082634565, -73.91169835114071), NY 11221.0",Pack backpacks for our Back to School distribution.,Strengthening Communities,40.691698,-73.911714
Pro Bono Opportunities for Business Professionals,2011-05-11,"118 28th Street
New York, NY 10016
(40.742887997159826, -73.98310079513675), NY 10016.0","From accounting to fundraising to marketing to strategy, Catchafire makes it easy for every professional to use their skills for good.",Strengthening Communities,,
